OBJECTID,FREQUENCY,statefp20,countyfp20,tractce20,blockce20,tip_id,geoid_20,geoid,Shape_Length,lengthbyfreq,area_fraction
2986,2,25,21,400402,1004,610932,2.50214E+14,250214004021004!!,320.477443,160.2387215,0.5
2987,2,25,21,400402,1005,610932,2.50214E+14,250214004021005!!,761.5658407,380.7829204,0.919671061
2988,2,25,21,400402,1006,610932,2.50214E+14,250214004021006!!,480.2008404,240.1004202,0.810616667
2989,2,25,21,400402,1007,610932,2.50214E+14,250214004021007!!,234.6757432,117.3378716,0.837094613
2990,2,25,21,400402,1008,610932,2.50214E+14,250214004021008!!,270.9907945,135.4953973,0.595142965
2991,2,25,21,400402,1009,610932,2.50214E+14,250214004021009!!,226.7718708,113.3859354,0.573699583
2992,2,25,21,400402,1010,610932,2.50214E+14,250214004021010!!,707.1184159,353.559208,0.700523958
2993,2,25,21,400402,1011,610932,2.50214E+14,250214004021011!!,237.0992773,118.5496386,0.583190857
2994,2,25,21,400402,1012,610932,2.50214E+14,250214004021012!!,456.8028913,228.4014456,0.61755008
2995,2,25,21,400402,1013,610932,2.50214E+14,250214004021013!!,734.3838151,367.1919076,0.689591607
2996,2,25,21,400402,1014,610932,2.50214E+14,250214004021014!!,270.0022475,135.0011238,0.658322775
2997,2,25,21,400402,2002,610932,2.50214E+14,250214004022002!!,179.4058268,89.70291338,0.174718922
2998,2,25,21,400402,2003,610932,2.50214E+14,250214004022003!!,70.88828024,35.44414012,0.051064897
2999,1,25,21,400402,2006,610932,2.50214E+14,250214004022006!!,164.3293805,164.3293805,0.406314219
3000,2,25,21,400500,1000,610932,2.50214E+14,250214005001000!!,338.1335451,169.0667725,0.56521368
3001,2,25,21,400500,1001,610932,2.50214E+14,250214005001001!!,539.3443066,269.6721533,0.531405857
3002,2,25,21,400500,1002,610932,2.50214E+14,250214005001002!!,1087.645212,543.8226061,0.461842225
3003,2,25,21,400500,1003,610932,2.50214E+14,250214005001003!!,56.26352583,28.13176291,0.082620005
3004,1,25,21,400500,1004,610932,2.50214E+14,250214005001004!!,233.1766214,233.1766214,0.509627129
3005,2,25,21,400500,1005,610932,2.50214E+14,250214005001005!!,359.0703668,179.5351834,0.525583724
3006,2,25,21,400500,1006,610932,2.50214E+14,250214005001006!!,342.3280605,171.1640303,0.544802266
3007,1,25,21,400500,1007,610932,2.50214E+14,250214005001007!!,146.6817124,146.6817124,1
3008,2,25,21,400500,1008,610932,2.50214E+14,250214005001008!!,203.6648791,101.8324395,0.797644311
3009,1,25,21,400500,1009,610932,2.50214E+14,250214005001009!!,66.76072521,66.76072521,1
3010,2,25,21,400500,1010,610932,2.50214E+14,250214005001010!!,692.7764979,346.3882489,0.594574064
3011,2,25,21,400500,1011,610932,2.50214E+14,250214005001011!!,807.5636916,403.7818458,0.661859288
3012,2,25,21,400500,1012,610932,2.50214E+14,250214005001012!!,716.2827548,358.1413774,0.614424141
3013,2,25,21,400500,1013,610932,2.50214E+14,250214005001013!!,76.98701325,38.49350662,0.279213397
3014,2,25,21,400500,1014,610932,2.50214E+14,250214005001014!!,657.9208216,328.9604108,0.63965514
3015,2,25,21,400500,1015,610932,2.50214E+14,250214005001015!!,262.5670387,131.2835194,0.34525069
3016,2,25,21,400500,2000,610932,2.50214E+14,250214005002000!!,736.163557,368.0817785,0.627127958
3017,2,25,21,400500,2001,610932,2.50214E+14,250214005002001!!,294.9580971,147.4790486,0.655739386
3018,2,25,21,400500,2002,610932,2.50214E+14,250214005002002!!,680.8756197,340.4378098,0.552263865
3019,2,25,21,400500,2003,610932,2.50214E+14,250214005002003!!,832.1008588,416.0504294,0.594263431
3020,2,25,21,400500,2004,610932,2.50214E+14,250214005002004!!,366.3674228,183.1837114,0.590925773
3021,2,25,21,400500,2005,610932,2.50214E+14,250214005002005!!,254.7580083,127.3790042,0.554830707
3022,2,25,21,400500,2006,610932,2.50214E+14,250214005002006!!,416.8934233,208.4467117,0.562349415
3023,2,25,21,400500,3000,610932,2.50214E+14,250214005003000!!,554.1110677,277.0555338,0.544974339
3024,2,25,21,400500,3001,610932,2.50214E+14,250214005003001!!,506.7639945,253.3819972,0.728116845
3025,2,25,21,400500,3002,610932,2.50214E+14,250214005003002!!,533.5610222,266.7805111,0.745683705
3026,2,25,21,400500,3003,610932,2.50214E+14,250214005003003!!,822.1901051,411.0950526,0.532669156
3027,2,25,21,400500,4000,610932,2.50214E+14,250214005004000!!,513.6609083,256.8304541,0.7949167
3028,2,25,21,400500,4001,610932,2.50214E+14,250214005004001!!,470.3664926,235.1832463,0.56618837
3029,2,25,21,400500,4002,610932,2.50214E+14,250214005004002!!,249.5065245,124.7532622,0.842221807
3030,2,25,21,400500,4003,610932,2.50214E+14,250214005004003!!,1345.74609,672.8730452,0.77310867
3031,2,25,21,400500,4004,610932,2.50214E+14,250214005004004!!,492.8739857,246.4369928,0.5
3032,2,25,21,400600,1000,610932,2.50214E+14,250214006001000!!,519.3495982,259.6747991,0.77213273
3033,2,25,21,400600,1001,610932,2.50214E+14,250214006001001!!,541.4762149,270.7381075,0.56642115
3034,2,25,21,400600,1002,610932,2.50214E+14,250214006001002!!,222.468162,111.234081,0.574036868
3035,2,25,21,400600,1003,610932,2.50214E+14,250214006001003!!,321.6946554,160.8473277,0.5
3036,2,25,21,400600,1004,610932,2.50214E+14,250214006001004!!,342.6501123,171.3250561,0.574438191
3037,2,25,21,400600,1005,610932,2.50214E+14,250214006001005!!,580.2756067,290.1378033,0.473506174
3038,2,25,21,400600,1010,610932,2.50214E+14,250214006001010!!,476.6253823,238.3126912,0.740467032
3039,2,25,21,400600,1011,610932,2.50214E+14,250214006001011!!,504.1829334,252.0914667,0.847523199
3040,2,25,21,400600,1012,610932,2.50214E+14,250214006001012!!,440.1790732,220.0895366,0.639344486
3041,2,25,21,400600,1013,610932,2.50214E+14,250214006001013!!,310.4167509,155.2083754,0.999998777
3042,2,25,21,400600,1014,610932,2.50214E+14,250214006001014!!,682.3878698,341.1939349,0.777968304
3043,2,25,21,400600,1016,610932,2.50214E+14,250214006001016!!,166.7463459,83.37317296,1
3044,2,25,21,400600,3000,610932,2.50214E+14,250214006003000!!,355.3411407,177.6705704,0.659162227
3045,2,25,21,400600,3001,610932,2.50214E+14,250214006003001!!,339.5533185,169.7766592,0.640816605
3046,2,25,21,400600,3002,610932,2.50214E+14,250214006003002!!,679.7503798,339.8751899,0.739073269
3047,1,25,21,400600,3007,610932,2.50214E+14,250214006003007!!,27.19463953,27.19463953,0.123201515
3048,2,25,21,400600,3008,610932,2.50214E+14,250214006003008!!,182.5684044,91.28420218,0.444212793
3049,2,25,21,400600,3009,610932,2.50214E+14,250214006003009!!,177.8069548,88.90347738,0.443796212
3050,2,25,21,400600,4000,610932,2.50214E+14,250214006004000!!,439.3338816,219.6669408,0.667981574
3051,2,25,21,400600,4001,610932,2.50214E+14,250214006004001!!,330.8307653,165.4153826,0.249978848
3052,2,25,21,400600,4002,610932,2.50214E+14,250214006004002!!,232.197983,116.0989915,0.999362717
3053,2,25,21,400600,4003,610932,2.50214E+14,250214006004003!!,472.8962732,236.4481366,0.326491587
3054,2,25,21,400600,4004,610932,2.50214E+14,250214006004004!!,62.01183148,31.00591574,0.051247573
3055,2,25,21,400600,4005,610932,2.50214E+14,250214006004005!!,38.30721196,19.15360598,0.094009996
3056,2,25,21,400600,4007,610932,2.50214E+14,250214006004007!!,86.08352244,43.04176122,0.032437347
3057,2,25,21,400600,4009,610932,2.50214E+14,250214006004009!!,172.957476,86.478738,0.10216438
3058,2,25,21,400600,4011,610932,2.50214E+14,250214006004011!!,895.3406183,447.6703092,0.484486712
3059,2,25,21,400600,4012,610932,2.50214E+14,250214006004012!!,72.02241596,36.01120798,0.540711436
3060,2,25,21,400700,1000,610932,2.50214E+14,250214007001000!!,1408.695738,704.3478692,0.631823103
3061,2,25,21,400700,1001,610932,2.50214E+14,250214007001001!!,767.3274017,383.6637008,0.735195328
3062,2,25,21,400700,1002,610932,2.50214E+14,250214007001002!!,1059.845019,529.9225095,0.769046919
3063,2,25,21,400700,1003,610932,2.50214E+14,250214007001003!!,387.4470971,193.7235486,0.5
3064,2,25,21,400700,1004,610932,2.50214E+14,250214007001004!!,477.1602297,238.5801148,0.621555314
3065,2,25,21,400700,1005,610932,2.50214E+14,250214007001005!!,597.7807171,298.8903586,0.582628227
3066,2,25,21,400700,1006,610932,2.50214E+14,250214007001006!!,989.4999563,494.7499781,0.673223583
3067,2,25,21,400700,1007,610932,2.50214E+14,250214007001007!!,1413.687923,706.8439615,0.84613036
3068,2,25,21,400700,1008,610932,2.50214E+14,250214007001008!!,372.2983335,186.1491667,0.611420373
3069,2,25,21,400700,2000,610932,2.50214E+14,250214007002000!!,639.6270749,319.8135374,0.547651131
3070,2,25,21,400700,2001,610932,2.50214E+14,250214007002001!!,1079.039973,539.5199865,0.869816639
3071,2,25,21,400700,2002,610932,2.50214E+14,250214007002002!!,200.3779931,100.1889965,0.999998623
3072,2,25,21,400700,2003,610932,2.50214E+14,250214007002003!!,387.3418428,193.6709214,0.641515999
3073,2,25,21,400700,2004,610932,2.50214E+14,250214007002004!!,648.5648973,324.2824486,0.661745891
3074,2,25,21,400700,2005,610932,2.50214E+14,250214007002005!!,399.916971,199.9584855,0.536896432
3075,2,25,21,400700,2006,610932,2.50214E+14,250214007002006!!,937.8042039,468.902102,0.867882027
3076,2,25,21,400700,2007,610932,2.50214E+14,250214007002007!!,429.8809019,214.9404509,0.841231029
3077,2,25,21,400700,2008,610932,2.50214E+14,250214007002008!!,179.6234511,89.81172557,0.744509113
3078,2,25,21,400700,2009,610932,2.50214E+14,250214007002009!!,547.7358064,273.8679032,0.666357657
3079,2,25,21,400700,2010,610932,2.50214E+14,250214007002010!!,124.2612587,62.13062934,1
3080,2,25,21,400700,2011,610932,2.50214E+14,250214007002011!!,284.0336376,142.0168188,0.650396935
3081,2,25,21,400700,2012,610932,2.50214E+14,250214007002012!!,425.0476851,212.5238425,0.523906992
3082,2,25,21,400700,3000,610932,2.50214E+14,250214007003000!!,797.7778524,398.8889262,0.559167594
3083,2,25,21,400700,3001,610932,2.50214E+14,250214007003001!!,1035.045173,517.5225867,0.641895137
3084,2,25,21,400700,3002,610932,2.50214E+14,250214007003002!!,456.5994489,228.2997245,0.6261804
3085,2,25,21,400700,3003,610932,2.50214E+14,250214007003003!!,554.194995,277.0974975,0.751637741
3086,2,25,21,400700,3004,610932,2.50214E+14,250214007003004!!,472.6042934,236.3021467,0.960616943
3087,2,25,21,400700,3005,610932,2.50214E+14,250214007003005!!,321.03289,160.516445,0.825366198
3088,2,25,21,400700,3006,610932,2.50214E+14,250214007003006!!,501.8504292,250.9252146,0.839748311
3089,2,25,21,400700,3007,610932,2.50214E+14,250214007003007!!,588.917169,294.4585845,0.674625784
3090,2,25,21,400700,3008,610932,2.50214E+14,250214007003008!!,747.4048137,373.7024068,0.678037667
3091,2,25,21,400700,3009,610932,2.50214E+14,250214007003009!!,244.3522406,122.1761203,0.706467752
3092,2,25,21,400700,3010,610932,2.50214E+14,250214007003010!!,687.5659178,343.7829589,0.487075108
3093,2,25,21,400700,3011,610932,2.50214E+14,250214007003011!!,637.4098232,318.7049116,0.776424099
3094,2,25,21,400800,1001,610932,2.50214E+14,250214008001001!!,469.1500794,234.5750397,0.352819462
3095,2,25,21,400800,1002,610932,2.50214E+14,250214008001002!!,325.6651286,162.8325643,0.338126638
3096,2,25,21,400800,1003,610932,2.50214E+14,250214008001003!!,241.4984835,120.7492417,0.5
3097,2,25,21,400800,1004,610932,2.50214E+14,250214008001004!!,392.2310111,196.1155056,0.403081724
3098,2,25,21,400800,1005,610932,2.50214E+14,250214008001005!!,530.9129023,265.4564512,0.401310187
3099,2,25,21,400800,1006,610932,2.50214E+14,250214008001006!!,1852.251728,926.125864,0.70959941
3100,2,25,21,400800,1007,610932,2.50214E+14,250214008001007!!,349.9327362,174.9663681,0.551434104
3101,2,25,21,400800,1008,610932,2.50214E+14,250214008001008!!,553.4013603,276.7006801,0.412285717
3102,2,25,21,400800,2002,610932,2.50214E+14,250214008002002!!,414.1798288,207.0899144,0.305374544
3103,2,25,21,400800,2003,610932,2.50214E+14,250214008002003!!,320.0655331,160.0327666,0.101761947
3104,2,25,21,400800,2005,610932,2.50214E+14,250214008002005!!,215.0688675,107.5344337,0.301061636
3105,2,25,21,400800,2006,610932,2.50214E+14,250214008002006!!,604.4032965,302.2016483,0.745027777
3106,2,25,21,400800,2007,610932,2.50214E+14,250214008002007!!,384.1881795,192.0940898,0.750675036
3107,2,25,21,400800,3000,610932,2.50214E+14,250214008003000!!,91.00850171,45.50425085,0.067045526
3108,2,25,21,400800,3001,610932,2.50214E+14,250214008003001!!,39.9986392,19.9993196,0.061537232
3109,2,25,21,400800,3002,610932,2.50214E+14,250214008003002!!,480.0686858,240.0343429,0.593148443
3110,2,25,21,400800,3003,610932,2.50214E+14,250214008003003!!,660.0034223,330.0017112,0.721899079
3111,2,25,21,400800,3004,610932,2.50214E+14,250214008003004!!,244.0875146,122.0437573,0.745637666
3112,2,25,21,400800,3005,610932,2.50214E+14,250214008003005!!,660.8316045,330.4158023,0.872933375
3113,2,25,21,400800,3006,610932,2.50214E+14,250214008003006!!,395.1136859,197.5568429,1
3114,2,25,21,400800,4000,610932,2.50214E+14,250214008004000!!,493.0779062,246.5389531,0.612658409
3115,2,25,21,400800,4001,610932,2.50214E+14,250214008004001!!,781.3928468,390.6964234,0.621695581
3116,2,25,21,400800,4002,610932,2.50214E+14,250214008004002!!,1127.826335,563.9131673,0.687235762
3117,2,25,21,400900,1000,610932,2.50214E+14,250214009001000!!,1614.86008,807.43004,0.95094161
3118,2,25,21,400900,1001,610932,2.50214E+14,250214009001001!!,171.5779001,85.78895004,0.428142322
3119,2,25,21,400900,1002,610932,2.50214E+14,250214009001002!!,218.6851991,109.3425995,1
3120,2,25,21,400900,1003,610932,2.50214E+14,250214009001003!!,358.6780566,179.3390283,0.958061797
3121,2,25,21,400900,1004,610932,2.50214E+14,250214009001004!!,1666.005477,833.0027387,0.814273285
3122,2,25,21,400900,1005,610932,2.50214E+14,250214009001005!!,1846.5663,923.2831502,0.908771971
3123,2,25,21,400900,2000,610932,2.50214E+14,250214009002000!!,1025.452745,512.7263727,0.89739463
3124,2,25,21,400900,2001,610932,2.50214E+14,250214009002001!!,246.4944998,123.2472499,0.771032801
3125,2,25,21,400900,2002,610932,2.50214E+14,250214009002002!!,849.8677416,424.9338708,0.686557439
3126,2,25,21,400900,2003,610932,2.50214E+14,250214009002003!!,680.6157527,340.3078764,0.916426632
3127,2,25,21,400900,2004,610932,2.50214E+14,250214009002004!!,266.3411224,133.1705612,0.877504915
3128,2,25,21,400900,2005,610932,2.50214E+14,250214009002005!!,87.9763596,43.9881798,0.807093644
3129,2,25,21,400900,2006,610932,2.50214E+14,250214009002006!!,275.0584765,137.5292383,0.738874047
3130,2,25,21,400900,2007,610932,2.50214E+14,250214009002007!!,250.2882982,125.1441491,0.577325649
3131,2,25,21,400900,3000,610932,2.50214E+14,250214009003000!!,182.2796868,91.13984339,0.628022071
3132,2,25,21,400900,3001,610932,2.50214E+14,250214009003001!!,196.8639289,98.43196445,0.699210343
3133,2,25,21,400900,3002,610932,2.50214E+14,250214009003002!!,207.3294859,103.664743,0.614168973
3134,2,25,21,400900,3003,610932,2.50214E+14,250214009003003!!,199.6068353,99.80341765,0.614524206
3135,2,25,21,400900,3004,610932,2.50214E+14,250214009003004!!,226.241422,113.120711,0.586993087
3136,2,25,21,400900,3005,610932,2.50214E+14,250214009003005!!,698.4586552,349.2293276,0.717262074
3137,2,25,21,400900,3006,610932,2.50214E+14,250214009003006!!,656.082248,328.041124,0.92116887
3138,2,25,21,400900,3007,610932,2.50214E+14,250214009003007!!,169.5558117,84.77790584,0.997567209
3139,2,25,21,400900,3008,610932,2.50214E+14,250214009003008!!,158.5106889,79.25534445,0.595396955
3140,2,25,21,400900,3009,610932,2.50214E+14,250214009003009!!,240.0643848,120.0321924,0.5
3141,2,25,21,400900,3010,610932,2.50214E+14,250214009003010!!,409.8111631,204.9055816,0.553601741
3142,2,25,21,400900,3011,610932,2.50214E+14,250214009003011!!,514.7009153,257.3504576,0.5
3143,2,25,21,400900,3012,610932,2.50214E+14,250214009003012!!,319.7059976,159.8529988,0.586717016
3144,2,25,21,400900,3013,610932,2.50214E+14,250214009003013!!,525.5636644,262.7818322,0.5
3145,2,25,21,400900,3014,610932,2.50214E+14,250214009003014!!,1396.52023,698.2601151,0.76478759
3146,2,25,21,400900,3015,610932,2.50214E+14,250214009003015!!,359.7648133,179.8824066,0.685129178
3147,2,25,21,400900,3016,610932,2.50214E+14,250214009003016!!,204.532204,102.266102,0.631842795
3148,2,25,21,400900,3017,610932,2.50214E+14,250214009003017!!,517.331971,258.6659855,0.819788816
3149,2,25,21,400900,3018,610932,2.50214E+14,250214009003018!!,261.9934647,130.9967324,0.536786491
3150,2,25,21,401000,1000,610932,2.50214E+14,250214010001000!!,1749.105337,874.5526683,0.828899562
3151,2,25,21,401000,1001,610932,2.50214E+14,250214010001001!!,324.1550381,162.0775191,0.502024374
3152,2,25,21,401000,1002,610932,2.50214E+14,250214010001002!!,651.3200098,325.6600049,0.543742584
3153,2,25,21,401000,1003,610932,2.50214E+14,250214010001003!!,394.2900611,197.1450305,0.606800875
3154,2,25,21,401000,1004,610932,2.50214E+14,250214010001004!!,435.7869965,217.8934983,0.752879255
3155,2,25,21,401000,1005,610932,2.50214E+14,250214010001005!!,154.4653298,77.23266492,0.1589932
3156,2,25,21,401000,1006,610932,2.50214E+14,250214010001006!!,289.5741597,144.7870798,0.313183627
3157,2,25,21,401000,1007,610932,2.50214E+14,250214010001007!!,87.90352084,43.95176042,0.053792413
3158,2,25,21,401000,1008,610932,2.50214E+14,250214010001008!!,170.1351994,85.06759968,0.132437892
3159,2,25,21,401000,2000,610932,2.50214E+14,250214010002000!!,262.3893264,131.1946632,0.5
3160,2,25,21,401000,2001,610932,2.50214E+14,250214010002001!!,412.2309008,206.1154504,0.661992824
3161,2,25,21,401000,2002,610932,2.50214E+14,250214010002002!!,428.4553735,214.2276868,0.580449767
3162,2,25,21,401000,2003,610932,2.50214E+14,250214010002003!!,198.1227749,99.06138746,0.5
3163,2,25,21,401000,2004,610932,2.50214E+14,250214010002004!!,2250.803903,1125.401952,0.424901536
3164,2,25,21,401000,2005,610932,2.50214E+14,250214010002005!!,501.2314013,250.6157006,0.584591237
3165,2,25,21,401000,2006,610932,2.50214E+14,250214010002006!!,526.3518273,263.1759136,0.671917032
3166,2,25,21,401000,2007,610932,2.50214E+14,250214010002007!!,841.7488774,420.8744387,0.941087782
3167,2,25,21,401000,2008,610932,2.50214E+14,250214010002008!!,150.1522597,75.07612984,0.523408965
3168,2,25,21,401000,2009,610932,2.50214E+14,250214010002009!!,304.3226183,152.1613092,0.431106692
3169,2,25,21,401000,3001,610932,2.50214E+14,250214010003001!!,1030.512741,515.2563705,0.497818292
3170,2,25,21,401000,3004,610932,2.50214E+14,250214010003004!!,54.3315899,27.16579495,0.039231733
3171,2,25,21,401100,1000,610932,2.50214E+14,250214011001000!!,54.94971059,27.47485529,0.111071174
3172,2,25,21,401100,1005,610932,2.50214E+14,250214011001005!!,40.84167386,20.42083693,0.013630673
3173,1,25,21,402101,3030,607899,2.50214E+14,250214021013030!!,74.37775751,74.37775751,0.192344078
3174,2,25,21,402101,3031,607899,2.50214E+14,250214021013031!!,118.9821093,59.49105467,0.395611851
3175,2,25,21,402102,1000,607899,2.50214E+14,250214021021000!!,559.4672028,279.7336014,0.360026438
3176,2,25,21,402102,1002,607899,2.50214E+14,250214021021002!!,319.5005416,159.7502708,0.331914489
3177,2,25,21,402102,1003,607899,2.50214E+14,250214021021003!!,183.7615102,91.88075508,0.220989583
3178,2,25,21,402102,1004,607899,2.50214E+14,250214021021004!!,498.330199,249.1650995,0.558871097
3179,2,25,21,402102,1005,607899,2.50214E+14,250214021021005!!,991.4904158,495.7452079,0.655674232
3180,2,25,21,402102,1006,607899,2.50214E+14,250214021021006!!,451.0165391,225.5082695,0.500000001
3181,2,25,21,402102,1007,607899,2.50214E+14,250214021021007!!,741.057577,370.5287885,0.562443302
3182,2,25,21,402102,1008,607899,2.50214E+14,250214021021008!!,37.42063797,18.71031898,1
3183,2,25,21,402102,1009,607899,2.50214E+14,250214021021009!!,509.248797,254.6243985,0.724613313
3184,2,25,21,402102,1010,607899,2.50214E+14,250214021021010!!,319.8838111,159.9419055,0.524500213
3185,2,25,21,402102,1011,607899,2.50214E+14,250214021021011!!,1.422940861,0.71147043,0.991178116
3186,2,25,21,402102,1012,607899,2.50214E+14,250214021021012!!,764.2431826,382.1215913,0.733312382
3187,2,25,21,402102,1013,607899,2.50214E+14,250214021021013!!,343.1829632,171.5914816,0.5
3188,2,25,21,402102,1014,607899,2.50214E+14,250214021021014!!,385.0334778,192.5167389,0.666365667
3189,2,25,21,402102,1015,607899,2.50214E+14,250214021021015!!,296.622895,148.3114475,0.513118371
3190,2,25,21,402102,1016,607899,2.50214E+14,250214021021016!!,969.9428776,484.9714388,0.606171105
3191,2,25,21,402102,1017,607899,2.50214E+14,250214021021017!!,242.1317297,121.0658648,0.349563309
3192,2,25,21,402102,1018,607899,2.50214E+14,250214021021018!!,958.4744112,479.2372056,0.18436782
3193,2,25,21,402102,1019,607899,2.50214E+14,250214021021019!!,370.9729946,185.4864973,0.545609953
3194,2,25,21,402102,1021,607899,2.50214E+14,250214021021021!!,179.5219276,89.76096379,0.26428947
3195,2,25,21,402102,1022,607899,2.50214E+14,250214021021022!!,820.9243123,410.4621562,0.285516315
3196,2,25,21,402102,2000,607899,2.50214E+14,250214021022000!!,576.604518,288.302259,0.66660486
3197,2,25,21,402102,2001,607899,2.50214E+14,250214021022001!!,48.04248342,24.02124171,0.886108116
3198,2,25,21,402102,2002,607899,2.50214E+14,250214021022002!!,2402.764846,1201.382423,0.792843563
3199,2,25,21,402102,2003,607899,2.50214E+14,250214021022003!!,376.0777508,188.0388754,0.577773763
3200,2,25,21,402102,2004,607899,2.50214E+14,250214021022004!!,1824.118645,912.0593225,0.590462735
3201,2,25,21,402102,2005,607899,2.50214E+14,250214021022005!!,372.5247689,186.2623845,0.663342926
3202,2,25,21,402102,2006,607899,2.50214E+14,250214021022006!!,497.4319553,248.7159776,0.659416768
3203,2,25,21,402102,2007,607899,2.50214E+14,250214021022007!!,555.8197048,277.9098524,0.629362665
3204,2,25,21,402102,2008,607899,2.50214E+14,250214021022008!!,1977.375611,988.6878056,0.599986281
3205,2,25,21,402102,3000,607899,2.50214E+14,250214021023000!!,3527.83717,1763.918585,0.703114156
3206,2,25,21,402102,3001,607899,2.50214E+14,250214021023001!!,223.0107832,111.5053916,0.907906777
3207,2,25,21,402102,3002,607899,2.50214E+14,250214021023002!!,742.90989,371.454945,0.718543927
3208,2,25,21,402102,3003,607899,2.50214E+14,250214021023003!!,1225.342836,612.6714181,0.677599145
3209,2,25,21,402102,3004,607899,2.50214E+14,250214021023004!!,789.3053481,394.652674,0.622523105
3210,2,25,21,402102,3005,607899,2.50214E+14,250214021023005!!,199.4668956,99.7334478,0.583424352
3211,2,25,21,402102,3006,607899,2.50214E+14,250214021023006!!,328.2629341,164.131467,0.589310695
3212,2,25,21,402102,3007,607899,2.50214E+14,250214021023007!!,231.4480971,115.7240485,0.225823087
3213,2,25,21,402102,3009,607899,2.50214E+14,250214021023009!!,314.8890078,157.4445039,0.736528645
3214,2,25,21,402102,3010,607899,2.50214E+14,250214021023010!!,1566.055201,783.0276004,0.607490389
3215,2,25,21,402102,3012,607899,2.50214E+14,250214021023012!!,830.0466328,415.0233164,0.476589058
3216,2,25,21,402102,3013,607899,2.50214E+14,250214021023013!!,2736.874186,1368.437093,0.647093459
3217,2,25,21,402102,3014,607899,2.50214E+14,250214021023014!!,416.7830944,208.3915472,0.557645642
3218,2,25,21,402102,3015,607899,2.50214E+14,250214021023015!!,778.9581122,389.4790561,0.644048862
3219,2,25,21,402102,3016,607899,2.50214E+14,250214021023016!!,532.6693337,266.3346668,0.69597466
3220,2,25,21,402102,3017,607899,2.50214E+14,250214021023017!!,1329.667942,664.833971,0.667135206
3221,2,25,21,402102,3018,607899,2.50214E+14,250214021023018!!,274.7576572,137.3788286,1
3222,2,25,21,402102,3019,607899,2.50214E+14,250214021023019!!,715.7440622,357.8720311,0.843807708
3223,2,25,21,402102,3020,607899,2.50214E+14,250214021023020!!,1147.290808,573.6454041,0.677801704
3224,2,25,21,402102,3021,607899,2.50214E+14,250214021023021!!,474.2680066,237.1340033,0.557300531
3225,2,25,21,402102,3022,607899,2.50214E+14,250214021023022!!,325.2038498,162.6019249,0.5
3226,2,25,21,402102,3023,607899,2.50214E+14,250214021023023!!,674.4285861,337.2142931,0.569328264
3227,2,25,21,402102,3024,607899,2.50214E+14,250214021023024!!,645.1698571,322.5849286,0.500000001
3228,2,25,21,402102,3025,607899,2.50214E+14,250214021023025!!,409.7528718,204.8764359,0.780926459
3229,2,25,21,402200,1008,607899,2.50214E+14,250214022001008!!,349.6864774,174.8432387,0.21186416
3230,2,25,21,402200,1009,607899,2.50214E+14,250214022001009!!,551.8319768,275.9159884,0.305688067
3231,2,25,21,402400,1003,607899,2.50214E+14,250214024001003!!,429.8247876,214.9123938,0.048419771
3232,2,25,21,402400,1004,607899,2.50214E+14,250214024001004!!,165.3166478,82.6583239,0.383313662
3233,2,25,21,402400,1016,607899,2.50214E+14,250214024001016!!,422.4453147,211.2226573,0.475518079
3234,2,25,21,402400,1017,607899,2.50214E+14,250214024001017!!,403.6863795,201.8431898,0.523704729
3235,2,25,21,402400,1018,607899,2.50214E+14,250214024001018!!,18.37909879,9.189549395,0.021401532
3236,2,25,21,402400,2000,607899,2.50214E+14,250214024002000!!,629.9732853,314.9866426,0.217583942
3237,2,25,21,402400,3000,607899,2.50214E+14,250214024003000!!,442.9670959,221.483548,0.318633933
3238,2,25,21,402400,3001,607899,2.50214E+14,250214024003001!!,207.6702636,103.8351318,0.168416182
3239,2,25,21,402400,3004,607899,2.50214E+14,250214024003004!!,573.2466906,286.6233453,0.268056999
3240,2,25,21,412300,3012,605857,2.50214E+14,250214123003012!!,551.2151734,275.6075867,0.19847493
3241,2,25,21,412300,3015,605857,2.50214E+14,250214123003015!!,218.0818582,109.0409291,0.235948116
3242,1,25,21,412300,3016,605857,2.50214E+14,250214123003016!!,214.2857571,214.2857571,0.132017538
3243,2,25,21,412300,3017,605857,2.50214E+14,250214123003017!!,158.6059624,79.30298119,0.625132672
3244,2,25,21,412300,3018,605857,2.50214E+14,250214123003018!!,594.2029143,297.1014571,0.704390665
3245,2,25,21,412300,3019,605857,2.50214E+14,250214123003019!!,1202.317106,601.1585532,0.792579186
3246,2,25,21,412300,3020,605857,2.50214E+14,250214123003020!!,1270.036964,635.018482,0.694045968
3247,2,25,21,412300,3021,605857,2.50214E+14,250214123003021!!,1027.685514,513.8427568,0.878807683
3248,2,25,21,412300,4018,605857,2.50214E+14,250214123004018!!,554.8214637,277.4107318,0.13006513
3249,2,25,21,412300,4020,605857,2.50214E+14,250214123004020!!,57.83280497,28.91640249,0.175170492
3250,2,25,21,412300,4021,605857,2.50214E+14,250214123004021!!,916.1417365,458.0708682,0.477305928
3251,2,25,21,413100,1000,605857,2.50214E+14,250214131001000!!,2252.246833,1126.123416,0.661061301
3252,2,25,21,413100,1001,605857,2.50214E+14,250214131001001!!,602.3104281,301.1552141,0.5
3253,2,25,21,413100,1003,605857,2.50214E+14,250214131001003!!,1029.080505,514.5402523,0.48171735
3254,2,25,21,413100,7000,605857,2.50214E+14,250214131007000!!,1207.262308,603.6311539,0.3844482
