OID_,FREQUENCY,tip_id,geoid,county,state,tract,blkgrp,Shape_Length,Length_Freq,area_fraction,OBJECTID,geoid_1,shape_Length_1
439,2,609246,250092063003,9,25,206300,3,57.424735850181449,28.712367925090700,0.013535061855364,863,250092063003,2121.332597657264614
440,2,609246,250092063004,9,25,206300,4,4350.789744733174302,2175.394872366584877,0.846597924228442,864,250092063004,2569.572650853298910
441,2,609246,250092064002,9,25,206400,2,679.837506448868453,339.918753224433999,0.054949214951153,866,250092064002,6186.052949557231841
442,2,609246,250092064004,9,25,206400,4,1534.078180183466429,767.039090091735034,0.220062491605289,868,250092064004,3485.551238179754364
443,2,609246,250092068001,9,25,206800,1,4.815768399240413,2.407884199620205,0.000577499183126,880,250092068001,4169.502347319453293
444,2,609246,250092068002,9,25,206800,2,523.355050188881023,261.677525094440512,0.052886935698756,881,250092068002,4947.867023057586266
445,2,609246,250092070001,9,25,207000,1,1452.069135761723146,726.034567880859981,0.096218404330146,885,250092070001,7545.693289505009488
446,2,609246,250092070002,9,25,207000,2,4960.838180892797936,2480.419090446399878,0.656082337789225,886,250092070002,3780.652134005878452
447,2,609246,250092071001,9,25,207100,1,7693.887096278387617,3846.943548139195173,1.000000000000000,887,250092071001,3845.388574301065546
448,2,609246,250092071002,9,25,207100,2,4282.295018097067441,2141.147509048535085,0.999121371314740,888,250092071002,2143.030437063932368
449,2,609246,250092071003,9,25,207100,3,2737.871529774321971,1368.935764887160076,0.805642214193126,889,250092071003,1699.185743709063217
450,2,609246,250092072001,9,25,207200,1,2840.194487894104896,1420.097243947049947,0.066489413996519,890,250092072001,21358.245750540008885
451,2,609246,250092072002,9,25,207200,2,2427.304972356674170,1213.652486178335039,0.483944867719126,891,250092072002,2507.832125379045010
452,2,609252,250092021021,9,25,202102,1,2976.355469934034772,1488.177734967015112,0.209244009189083,756,250092021021,7112.164122329686506
453,2,609252,250092021022,9,25,202102,2,4636.734847882007671,2318.367423941005200,0.181740028036635,757,250092021022,12756.504161393026152
454,2,609252,250092021024,9,25,202102,4,3055.264783378113862,1527.632391689055112,0.489278020783373,759,250092021024,3122.217485353617576
455,2,609252,250092051002,9,25,205100,2,69.438662389375509,34.719331194687747,0.009575376670473,821,250092051002,3625.897172457873694
456,2,609252,250092052004,9,25,205200,4,110.719851518480993,55.359925759240497,0.013527304364182,828,250092052004,4092.458058815192544
457,2,609252,250092055002,9,25,205500,2,39.313482088762356,19.656741044381199,0.003849696046873,838,250092055002,5106.050141373748374
458,2,609252,250092061001,9,25,206100,1,1457.834857081237715,728.917428540619994,0.196219768645326,856,250092061001,3714.801182230341055
459,2,609252,250092062001,9,25,206200,1,3454.865868466253232,1727.432934233125025,0.877856233759907,858,250092062001,1967.785689502303285
460,2,609252,250092062002,9,25,206200,2,2044.035706852273051,1022.017853426135048,0.362641009080175,859,250092062002,2818.263317815182290
461,2,609252,250092062003,9,25,206200,3,6631.015241667679220,3315.507620833840065,0.911479267643922,860,250092062003,3637.501958112641660
462,2,609252,250092063001,9,25,206300,1,2446.646737828698406,1223.323368914350112,0.474757245077546,861,250092063001,2576.734492413140742
463,2,609252,250092063002,9,25,206300,2,5321.549373201001799,2660.774686600499990,0.999635259653054,862,250092063002,2661.745532589538470
464,2,609252,250092063003,9,25,206300,3,4240.032238499903542,2120.016119249949952,0.999379409712195,863,250092063003,2121.332597657264614
465,2,609252,250092063004,9,25,206300,4,4302.196750921719286,2151.098375460860098,0.837142462092491,864,250092063004,2569.572650853298910
466,2,609252,250092064001,9,25,206400,1,4185.885781273423163,2092.942890636710217,0.999024099990720,865,250092064001,2094.987388848934188
467,2,609252,250092064002,9,25,206400,2,6091.956651411263010,3045.978325705630141,0.492394480057538,866,250092064002,6186.052949557231841
468,2,609252,250092064003,9,25,206400,3,5246.078049634377749,2623.039024817189784,1.000000000000000,867,250092064003,2616.440923509722325
469,2,609252,250092064004,9,25,206400,4,5280.669160325262055,2640.334580162630118,0.757508468457197,868,250092064004,3485.551238179754364
470,2,609252,250092065001,9,25,206500,1,6259.131125193222033,3129.565562596610107,0.989970497073788,869,250092065001,3161.271544805790654
471,2,609252,250092065002,9,25,206500,2,5240.046274369065941,2620.023137184534789,0.999915861633971,870,250092065002,2620.243600199652519
472,2,609252,250092065003,9,25,206500,3,3992.424238087341109,1996.212119043670100,1.000000000000000,871,250092065003,1965.932144568527974
473,2,609252,250092066001,9,25,206600,1,2527.363875227978497,1263.681937613989930,0.619872543852113,872,250092066001,2038.615760848207856
474,2,609252,250092066002,9,25,206600,2,383.370768405338367,191.685384202669013,0.062893529781935,873,250092066002,3047.775897890975102
475,2,609252,250092066003,9,25,206600,3,753.942681588246046,376.971340794123023,0.108588844487648,874,250092066003,3471.547584586410721
476,2,609252,250092066004,9,25,206600,4,4621.375165106861459,2310.687582553429820,0.530488260656410,875,250092066004,4355.775148905760943
477,2,609252,250092067001,9,25,206700,1,4716.221143708327872,2358.110571854164846,0.995506174388026,876,250092067001,2368.755345293344817
478,2,609252,250092067003,9,25,206700,3,663.305821571955448,331.652910785977497,0.180540340498987,878,250092067003,1837.001690975747124
479,2,609252,250092067004,9,25,206700,4,2838.543697689681267,1419.271848844839951,0.487740899668508,879,250092067004,2909.888938593102466
480,2,609252,250092068001,9,25,206800,1,8340.390832544144359,4170.195416272070361,1.000000000000000,880,250092068001,4169.502347319453293
481,2,609252,250092068002,9,25,206800,2,9312.812873129103536,4656.406436564549949,0.941093690445842,881,250092068002,4947.867023057586266
482,2,609252,250092069001,9,25,206900,1,2482.443294117133064,1241.221647058564940,0.645119865411563,882,250092069001,1924.017091407818498
483,2,609252,250092069002,9,25,206900,2,463.689611909592827,231.844805954796499,0.060712341490376,883,250092069002,3818.742619102356002
484,2,609252,250092069003,9,25,206900,3,487.804722154725880,243.902361077362997,0.045595865528285,884,250092069003,5349.220992988088256
485,2,609252,250092070001,9,25,207000,1,167.986215561693513,83.993107780846998,0.011131264491981,885,250092070001,7545.693289505009488
486,2,609253,250173311022,17,25,331102,2,16441.084991777217510,8220.542495888599660,0.235685975947467,2073,250173311022,34879.217835688701598
487,2,609253,250173311023,17,25,331102,3,6310.513661673614479,3155.256830836804966,0.108673146455999,2074,250173311023,29034.374486565015104
488,2,609257,250173424001,17,25,342400,1,551.314874979510591,275.657437489755523,0.071877348951182,2341,250173424001,3835.108577487696039
489,2,609257,250173424002,17,25,342400,2,1659.716902047858639,829.858451023930002,0.205843030943848,2342,250173424002,4031.511036437800158
490,2,609257,250173424004,17,25,342400,4,16816.048421958144900,8408.024210979050622,0.406504533288055,2344,250173424004,20683.715733671822818
491,2,609257,250173425003,17,25,342500,3,71.732227347552595,35.866113673776297,0.005027205395049,2348,250173425003,7134.403879559007692
492,2,609257,250250406001,25,25,40600,1,645.652248149131992,322.826124074565996,0.011025179935335,3913,250250406001,29280.803213009192405
493,2,609257,250251603001,25,25,160300,1,165.093901245188107,82.546950622593997,0.010094446467432,4326,250251603001,8177.461824074785000
494,2,609257,250251604001,25,25,160400,1,3746.241361053824221,1873.120680526910064,0.098250078021899,4328,250251604001,19064.826392396396841
495,2,609437,250092042002,9,25,204200,2,259.820257759999663,129.910128880000002,0.028205801444186,794,250092042002,4605.794631897517320
496,2,609437,250092042003,9,25,204200,3,5228.014214004973837,2614.007107002485100,0.590973141976327,795,250092042003,4423.224883385992143
497,2,609437,250092042005,9,25,204200,5,10199.244689990147890,5099.622344995050298,0.999219462129740,797,250092042005,5103.605902676974438
498,2,609437,250092045003,9,25,204500,3,5697.538020605627025,2848.769010302814877,0.591868152992089,807,250092045003,4813.181780268703733
499,2,609437,250092046002,9,25,204600,2,14348.534230514746014,7174.267115257350270,0.572956946423387,809,250092046002,12521.476805616550337
500,2,609437,250092046004,9,25,204600,4,1787.664621793039942,893.832310896519971,0.170923520585583,811,250092046004,5229.428388990896565
501,2,609437,250092047012,9,25,204701,2,7094.339236691400401,3547.169618345700201,0.493138183226111,814,250092047012,7193.054074904747722
502,2,609437,250092047013,9,25,204701,3,411.421796448651151,205.710898224325490,0.009104039502501,815,250092047013,22595.563010004967509
503,2,609437,250092047021,9,25,204702,1,8898.327259681125724,4449.163629840564681,0.971419829589454,816,250092047021,4580.062599423035863
504,2,609437,250092047022,9,25,204702,2,4855.207765701363314,2427.603882850679838,0.155887801071161,817,250092047022,15572.763655460763403
505,2,609437,250092047023,9,25,204702,3,9351.562463372407365,4675.781231686204592,0.917781831069936,818,250092047023,5094.654386691491709
506,2,609437,250092047024,9,25,204702,4,7483.237450626590544,3741.618725313294817,0.999810020489179,819,250092047024,3742.329691277374877
507,2,609437,250092107001,9,25,210700,1,7119.670083231235367,3559.835041615619957,0.976336160725139,943,250092107001,3646.116148122263439
508,2,609437,250092107002,9,25,210700,2,3680.938364906572588,1840.469182453284930,0.513717614590612,944,250092107002,3582.647606740079027
509,2,609437,250092107003,9,25,210700,3,920.360259307240653,460.180129653620497,0.112604310378577,945,250092107003,4086.700838595685582
510,2,609437,250092107004,9,25,210700,4,1324.142301071345173,662.071150535674974,0.193740287672322,946,250092107004,3417.312725660113756
511,2,609437,250092108001,9,25,210800,1,5495.914665263879215,2747.957332631940062,0.567128098550535,947,250092108001,4845.390908429970295
512,2,609437,250092108002,9,25,210800,2,6118.349413345763423,3059.174706672879893,0.627288068695129,948,250092108002,4876.825910361262686
513,2,609437,250092108003,9,25,210800,3,50.517254489191295,25.258627244595651,0.004094088277344,949,250092108003,6169.536544771196532
514,2,609437,250092109001,9,25,210900,1,126.207485983013086,63.103742991506500,0.009830028549485,950,250092109001,6419.487255183309571
515,2,610544,250092101001,9,25,210100,1,2591.111538703383303,1295.555769351690060,0.059735871104349,921,250092101001,21688.070256622908346
516,2,610544,250092102001,9,25,210200,1,14623.596469615067690,7311.798234807550216,0.379793965492042,925,250092102001,19252.012667802049691
517,2,610544,250092103002,9,25,210300,2,17703.170969839979080,8851.585484920000454,0.288758901674589,929,250092103002,30653.896498384383449
518,2,610544,250092103003,9,25,210300,3,8587.629605346841345,4293.814802673419763,0.091909893375515,930,250092103003,46717.656228043400915
519,2,610545,250173351001,17,25,335100,1,775.917953003117418,387.958976501558482,0.037446648792565,2140,250173351001,10360.312311273783052
520,2,610545,250173351002,17,25,335100,2,8127.064833838332561,4063.532416919164916,0.837695305360795,2141,250173351002,4850.847785483290863
521,2,610545,250173351003,17,25,335100,3,8608.308100461610593,4304.154050230805296,0.999881686384100,2142,250173351003,4304.663350517044819
522,2,610545,250173351004,17,25,335100,4,13586.532036620757935,6793.266018310399886,0.999736401172248,2143,250173351004,6795.057187419510228
523,2,610545,250173351005,17,25,335100,5,5446.944214173388900,2723.472107086694905,0.333475933574197,2144,250173351005,8166.922505910703876
524,2,610545,250173351006,17,25,335100,6,1781.642116637081017,890.821058318540054,0.037559832240078,2145,250173351006,23717.386505469654367
525,2,610545,250173352001,17,25,335200,1,766.894189247473378,383.447094623736518,0.052399433462445,2146,250173352001,7317.771763669095890
526,2,610545,250173352002,17,25,335200,2,5488.073060797661128,2744.036530398830109,0.535387834755348,2147,250173352002,5125.324768824355488
527,2,610545,250173352004,17,25,335200,4,8547.500824578666652,4273.750412289335145,0.560314884352597,2149,250173352004,7627.408322781480820
528,2,610545,250173352005,17,25,335200,5,10433.089517757811336,5216.544758878900211,0.500071633340652,2150,250173352005,10431.595017758902031
529,2,610545,250173353011,17,25,335301,1,7479.799916931953703,3739.899958465975033,0.252112092092367,2151,250173353011,14834.274419077824859
530,2,610545,250173353012,17,25,335301,2,11088.255737905115893,5544.127868952549761,0.764980252670035,2152,250173353012,7247.413053607207985
531,2,610545,250173353013,17,25,335301,3,5162.284839345038563,2581.142419672520191,1.000000000000000,2153,250173353013,2579.739685133322382
532,2,610545,250173353022,17,25,335302,2,1111.034405034341717,555.517202517169949,0.028636860980808,2155,250173353022,19398.676513095208065
533,2,610545,250173353023,17,25,335302,3,7058.286588766044588,3529.143294383020020,0.441673034656111,2156,250173353023,7990.397913087060260
534,2,610662,250173332001,17,25,333200,1,3647.796766357112574,1823.898383178554923,0.164803303928479,2101,250173332001,11067.122683232582858
535,2,610662,250173332002,17,25,333200,2,7914.735957189728651,3957.367978594864780,0.628022729782833,2102,250173332002,6301.313297949096523
536,2,610662,250173332003,17,25,333200,3,9519.503542315835148,4759.751771157920302,0.902755328699022,2103,250173332003,5272.471532255912280
537,2,610662,250173332004,17,25,333200,4,720.204227198555373,360.102113599277516,0.025376699963157,2104,250173332004,14190.265642186855985
538,2,610662,250173333001,17,25,333300,1,9533.823985833634651,4766.911992916814597,0.861935442618096,2105,250173333001,5530.474507971851381
539,2,610662,250173333002,17,25,333300,2,5028.105904353945334,2514.052952176974941,0.300795249954369,2106,250173333002,8358.020788421204998
540,2,610662,250173333003,17,25,333300,3,2516.995245996308768,1258.497622998155066,0.112763295462076,2107,250173333003,11160.525398279167348
541,2,610662,250173334004,17,25,333400,4,2212.831126298638083,1106.415563149319951,0.169749332886194,2111,250173334004,6517.937622123683468
542,2,610662,250173335012,17,25,333501,2,708.385969084191629,354.192984542095985,0.026549632341005,2114,250173335012,13340.786794815716348
543,2,610662,250173335021,17,25,333502,1,6216.448347121819097,3108.224173560910003,0.368172591259233,2116,250173335021,8442.301918592262155
544,2,610662,250173335022,17,25,333502,2,9993.706719520661863,4996.853359760330022,0.338474524503199,2117,250173335022,14762.863961754732372
545,2,610666,250092021011,9,25,202101,1,11441.024766788261331,5720.512383394149765,0.786672539092696,753,250092021011,7271.783492012905299
546,2,610666,250092021012,9,25,202101,2,6683.204925367319447,3341.602462683660178,0.824045276635758,754,250092021012,4055.119976327114273
547,2,610666,250092021013,9,25,202101,3,4182.451421344763730,2091.225710672380046,0.608869018606941,755,250092021013,3434.606864144591327
548,2,610666,250092021021,9,25,202102,1,9775.505600950529697,4887.752800475264849,0.687238471498350,756,250092021021,7112.164122329686506
549,2,610666,250092021022,9,25,202102,2,341.341900925049231,170.670950462524502,0.013379131798432,757,250092021022,12756.504161393026152
550,2,610666,250092021023,9,25,202102,3,1170.977878264563515,585.488939132280052,0.089124570582828,758,250092021023,6569.332511825751681
551,2,610666,250092021024,9,25,202102,4,4579.327614370671654,2289.663807185334917,0.733345392473838,759,250092021024,3122.217485353617576
552,2,610666,250092021025,9,25,202102,5,5421.365361370491883,2710.682680685245032,0.999578007513163,760,250092021025,2711.827051326511992
553,2,610666,250092022001,9,25,202200,1,12053.866438926081173,6026.933219463049682,0.967939474219573,761,250092022001,6226.560007093858076
554,2,610666,250092022002,9,25,202200,2,2539.739444879743587,1269.869722439869975,0.128033788136707,762,250092022002,9918.239090793586001
555,2,610666,250092022003,9,25,202200,3,18522.771286171904649,9261.385643085950505,0.980410825549333,763,250092022003,9446.433476391608565
556,2,610666,250092022004,9,25,202200,4,2660.579054469311814,1330.289527234654997,0.163767543161684,764,250092022004,8123.035258099261227
557,2,610666,250092022005,9,25,202200,5,945.670914074264374,472.835457037132016,0.084336293433647,765,250092022005,5606.547760000162270
558,2,610666,250092022006,9,25,202200,6,7068.751419361571607,3534.375709680784894,0.586733828381190,766,250092022006,6023.814443138882780
559,2,610666,250092031003,9,25,203100,3,7205.444478941784837,3602.722239470890145,0.622552074791829,769,250092031003,5787.021496435594599
560,2,610666,250092031005,9,25,203100,5,1606.750441475281605,803.375220737640007,0.127809563384856,771,250092031005,6285.720719650236788
561,2,610666,250092031006,9,25,203100,6,6329.787026227987553,3164.893513113995141,0.787066584897879,772,250092031006,4021.125497945816733
562,2,610666,250092031007,9,25,203100,7,968.208986324134003,484.104493162067001,0.096472964238803,773,250092031007,5018.032740900809586
563,2,610666,250092065001,9,25,206500,1,0.318760091684694,0.159380045842347,0.000050416436419,869,250092065001,3161.271544805790654
564,2,610666,250092066001,9,25,206600,1,56.570722752050443,28.285361376025200,0.013874787941528,872,250092066001,2038.615760848207856
565,2,610671,250092181001,9,25,218100,1,1033.889137827786953,516.944568913894955,0.020745272091175,1022,250092181001,24918.669017303436704
566,2,610671,250092181002,9,25,218100,2,2634.580912802717648,1317.290456401359961,0.130546040721949,1023,250092181002,10090.619746998449045
567,2,610671,250092181003,9,25,218100,3,8613.456943839169980,4306.728471919584990,0.420970953978563,1024,250092181003,10230.464670346056664
568,2,610671,250092181004,9,25,218100,4,5005.221716164900499,2502.610858082449795,0.136332668475221,1025,250092181004,18356.648381288847304
569,2,610671,250092181005,9,25,218100,5,2160.731256972737356,1080.365628486370042,0.036506209406689,1026,250092181005,29594.023757734157698
570,2,610932,250214002002,21,25,400200,2,61.484537898690576,30.742268949345299,0.006939126039034,2947,250214002002,4430.279660062628864
571,2,610932,250214004001,21,25,400400,1,1374.226647454241174,687.113323727120019,0.160068434681332,2952,250214004001,4292.622246822377747
572,2,610932,250214004002,21,25,400400,2,5013.340622381625508,2506.670311190815028,0.392598604819556,2953,250214004002,6384.817165468326493
573,2,610932,250214004003,21,25,400400,3,6262.110867661209340,3131.055433830605125,0.895952273548690,2954,250214004003,3494.667658388898872
574,2,610932,250214005001,21,25,400500,1,5581.210725288119647,2790.605362644059824,0.817446613618267,2955,250214005001,3413.807478254754642
575,2,610932,250214005002,21,25,400500,2,3623.446125688683424,1811.723062844339893,0.768483860751343,2956,250214005002,2357.529097713288593
576,2,610932,250214005003,21,25,400500,3,6486.854577988507117,3243.427288994254923,0.710149997071487,2957,250214005003,4567.242557726505765
577,2,610932,250214006001,21,25,400600,1,5430.023252961060280,2715.011626480530140,0.708976493264607,2958,250214006001,3829.480458482877111
578,2,610932,250214006002,21,25,400600,2,4291.407086092637655,2145.703543046320192,0.276074647765100,2959,250214006002,7772.186111315820199
579,2,610932,250214007001,21,25,400700,1,7230.360585016756886,3615.180292508379807,0.847755466533037,2961,250214007001,4264.414014683913592
580,2,610932,250214007002,21,25,400700,2,6778.400624897341913,3389.200312448670047,0.877177003982712,2962,250214007002,3863.758736333072193
581,2,610932,250214007003,21,25,400700,3,6832.178859713867496,3416.089429856935112,0.805828161488708,2963,250214007003,4239.228154481428646
582,2,610932,250214008001,21,25,400800,1,1937.905826522415282,968.952913261210028,0.282966467967065,2964,250214008001,3424.267618076881718
583,2,610932,250214008002,21,25,400800,2,4650.583338961540903,2325.291669480769997,0.579943482443046,2965,250214008002,4009.514271434418788
584,2,610932,250214008003,21,25,400800,3,5023.939318143341552,2511.969659071669867,0.665602250883908,2966,250214008003,3773.980114604211394
585,2,610932,250214009001,21,25,400900,1,5678.990300134388235,2839.495150067195027,0.873723676388357,2967,250214009001,3249.877766623647403
586,2,610932,250214009002,21,25,400900,2,3726.073941185205058,1863.036970592605030,0.845729750044257,2968,250214009002,2202.875056121793932
587,2,610932,250214009003,21,25,400900,3,7483.460470465301114,3741.730235232650102,0.864366135967228,2969,250214009003,4328.871851331429752
588,2,610932,250214010001,21,25,401000,1,4302.567327333986213,2151.283663666994926,0.500747961396550,2970,250214010001,4296.140632639252544
589,2,610932,250214010002,21,25,401000,2,5815.423017338579484,2907.711508669290197,0.620202232131569,2971,250214010002,4688.328029191047790
590,2,610932,250214010003,21,25,401000,3,1084.844147596204493,542.422073798099973,0.110781161040057,2972,250214010003,4896.338589572691490
591,2,610932,250214011001,21,25,401100,1,95.791384446610024,47.895692223304998,0.001834214553226,2973,250214011001,26112.371717406345851
592,2,610932,250250004011,25,25,401,1,336.568722060914752,168.284361030457490,0.129022425381710,3793,250250004011,1304.303190182567050
593,2,610932,250250005041,25,25,504,1,3702.138124375436291,1851.069062187719965,0.626945343629871,3806,250250005041,2952.520631974789012
594,2,610932,250250005042,25,25,504,2,2221.397110435563718,1110.698555217780040,0.429796337586971,3807,250250005042,2584.243880377473033
595,2,610932,250250005043,25,25,504,3,22.714846293259995,11.357423146630000,0.007216612491422,3808,250250005043,1573.788693813140981
596,2,610932,250250005044,25,25,504,4,2466.171312987208239,1233.085656493605029,0.956421489591709,3809,250250005044,1289.270128194221570
597,2,610932,250250006023,25,25,602,3,313.939305155407681,156.969652577704011,0.048195678420725,3816,250250006023,3256.923809795482157
598,2,610932,250250007013,25,25,701,3,217.395696901456319,108.697848450728003,0.152761162394169,3819,250250007013,711.554211470682048
599,2,610932,250250007014,25,25,701,4,196.167406528009479,98.083703264004498,0.082123106887539,3820,250250007014,1194.349641427014831
600,2,610932,250250810012,25,25,81001,2,1164.259772894529760,582.129886447264994,0.190132719237452,4032,250250810012,3061.702839900255185
601,2,610932,250250810014,25,25,81001,4,20.634619220246911,10.317309610123450,0.005593429369479,4034,250250810014,1844.540965587429582
602,2,610932,250250811002,25,25,81100,2,1309.099897913587711,654.549948956794992,0.299946708501745,4036,250250811002,2182.220809244135580
603,2,610932,250250811003,25,25,81100,3,489.387720306009214,244.693860153004493,0.122474059022385,4037,250250811003,1997.923985750163865
604,2,610932,250259818001,25,25,981800,1,1186.287491979077686,593.143745989539980,0.026045452009553,4419,250259818001,22773.409567704100482
605,2,611975,250092231001,9,25,223100,1,6098.187641178538797,3049.093820589269853,0.059270648334648,1059,250092231001,51443.571249192449613
606,2,611975,250092231002,9,25,223100,2,4740.253725522824425,2370.126862761409939,0.046922028698456,1060,250092231002,50512.028752912454365
607,2,611975,250092232001,9,25,223200,1,13132.268594174141981,6566.134297087050072,0.761021179684223,1061,250092232001,8628.057237265838921
608,2,611975,250092232002,9,25,223200,2,924.487229982230474,462.243614991115010,0.052262141037550,1062,250092232002,8844.712555097903532
609,2,611975,250092232003,9,25,223200,3,12088.332991717445111,6044.166495858699818,0.543777935040208,1063,250092232003,11115.137460315958378
610,2,611983,250250501011,25,25,50101,1,777.714214571528942,388.857107285764528,0.226034299709484,3918,250250501011,1720.345574921825801
611,2,611983,250250501012,25,25,50101,2,2211.908862354113808,1105.954431177055085,0.420785075900684,3919,250250501012,2628.311921019969304
612,2,611983,250250509013,25,25,50901,3,628.742789188201641,314.371394594100991,0.066227620054943,3937,250250509013,4746.832127340462648
613,2,611983,250251601011,25,25,160101,1,2836.729212205527801,1418.364606102765038,1.000000000000000,4318,250251601011,1418.198907075923216
614,2,611983,250251601012,25,25,160101,2,2432.471614806008802,1216.235807403005083,0.540046539730628,4319,250251601012,2252.094436175187184
615,2,611983,250251601013,25,25,160101,3,4916.902875277863131,2458.451437638930202,0.519714864476650,4320,250251601013,4730.385073966617711
616,2,611983,250251601014,25,25,160101,4,2392.449557978213761,1196.224778989105062,0.478343263867233,4321,250251601014,2500.766435630476735
617,2,611983,250251601015,25,25,160101,5,3532.699922259050254,1766.349961129524900,0.999330640989823,4322,250251601015,1767.533075319269301
618,2,611983,250251602001,25,25,160200,1,2588.641601858635113,1294.320800929320058,0.998586606104226,4323,250251602001,1296.152775349993362
619,2,611983,250251602002,25,25,160200,2,3270.957386696073627,1635.478693348034994,0.999115481753829,4324,250251602002,1636.926584779907216
620,2,611983,250251602003,25,25,160200,3,6138.242047870058741,3069.121023935029825,0.999743793401995,4325,250251602003,3069.907554505763073
621,2,611983,250251603001,25,25,160300,1,7302.174808935442343,3651.087404467719807,0.446481742503373,4326,250251603001,8177.461824074785000
622,2,611983,250251603002,25,25,160300,2,4977.113145627860831,2488.556572813929961,0.911786386873125,4327,250251603002,2729.319727341152884
623,2,611983,250251604001,25,25,160400,1,13303.452435185368813,6651.726217592699868,0.348900434794707,4328,250251604001,19064.826392396396841
624,2,611983,250251604002,25,25,160400,2,7458.080017008170216,3729.040008504085108,0.915176736498330,4329,250251604002,4074.666520449623022
625,2,611983,250251605012,25,25,160501,2,770.480611011157293,385.240305505578476,0.159430673654126,4331,250251605012,2416.349982571917280
626,2,611983,250251605013,25,25,160501,3,1508.063120686584625,754.031560343290039,0.572190769688389,4332,250251605013,1317.797490431261849
627,2,611983,250251605014,25,25,160501,4,88.941068297980337,44.470534148990147,0.070109221137258,4333,250251605014,634.303639772678252
628,2,611983,250251605021,25,25,160502,1,131.873819004840527,65.936909502420505,0.012745632530402,4335,250251605021,5173.294408507405024
629,2,611983,250251605023,25,25,160502,3,216.891756883130540,108.445878441565497,0.056903218440696,4337,250251605023,1905.795162616082052
630,2,Acton,250173631021,17,25,363102,1,8608.244411194988061,4304.122205597494940,0.332556882100601,2631,250173631021,12942.514310365260826
631,2,Acton,250173631022,17,25,363102,2,2454.875531725495421,1227.437765862749984,0.054164861717976,2632,250173631022,22661.144641220242193
632,2,Acton,250173631032,17,25,363103,2,1044.371268951683305,522.185634475839947,0.033295168827916,2635,250173631032,15683.525654269020379
633,2,Acton,250173631042,17,25,363104,2,11179.612503465345071,5589.806251732649798,0.235387904709835,2637,250173631042,23747.211049876350444
634,2,Belmont,250173572002,17,25,357200,2,302.260927918810694,151.130463959405489,0.031855392792187,2558,250173572002,4744.266220332820922
635,2,Belmont,250173572003,17,25,357200,3,7122.074980310250794,3561.037490155124942,0.878186907275297,2559,250173572003,4054.988135958157272
636,2,Belmont,250173572004,17,25,357200,4,1557.756902325249939,778.878451162624970,0.118917604550536,2560,250173572004,6549.732094810480703
637,2,Belmont,250173573001,17,25,357300,1,403.367370656795458,201.683685328397502,0.035455773371368,2561,250173573001,5688.317194944192124
638,2,Belmont,250173574001,17,25,357400,1,262.084684695885244,131.042342347942508,0.031270686799343,2564,250173574001,4190.580884545706795
639,2,Belmont,250173574002,17,25,357400,2,745.249583125688673,372.624791562844507,0.104583884146115,2565,250173574002,3562.927449149303357
640,2,Belmont,250173574003,17,25,357400,3,5301.858138153403161,2650.929069076700216,0.588828678436037,2566,250173574003,4502.037971584056322
641,2,Belmont,250173575001,17,25,357500,1,5043.348789613515692,2521.674394806760120,1.000000000000000,2567,250173575001,2521.645899176940475
642,2,Belmont,250173575002,17,25,357500,2,357.350269853624184,178.675134926812007,0.084228231805843,2568,250173575002,2121.321213755039480
643,2,Belmont,250173575003,17,25,357500,3,2602.856118459195386,1301.428059229599967,0.393871280299785,2569,250173575003,3304.196381719049441
644,2,Belmont,250173577004,17,25,357700,4,12.944535154643471,6.472267577321750,0.002216639779514,2575,250173577004,2919.855376204126514
645,2,Belmont,250173578002,17,25,357800,2,4358.939953027915180,2179.469976513959864,0.426573026671851,2577,250173578002,5109.254078998659679
646,2,Cambridge,250173515001,17,25,351500,1,1102.084488062695527,551.042244031350037,0.040228993145998,2419,250173515001,13697.639461955353909
647,2,Cambridge,250173521011,17,25,352101,1,4427.179343842928574,2213.589671921465197,0.807730610950912,2421,250173521011,2740.504868715442626
648,2,Cambridge,250173521012,17,25,352101,2,9359.021918770187767,4679.510959385094793,0.487762019171014,2422,250173521012,9593.840388266091395
649,2,Cambridge,250173521021,17,25,352102,1,10875.726029179579200,5437.863014589799604,0.681905837784976,2423,250173521021,7974.507202128559584
650,2,Cambridge,250173521022,17,25,352102,2,5383.860888556766440,2691.930444278385039,1.000000000000000,2424,250173521022,2691.770381118023579
651,2,Cambridge,250173522001,17,25,352200,1,2318.945527622532609,1159.472763811264940,0.382154912781786,2425,250173522001,3034.038618975780082
652,2,Cambridge,250173523001,17,25,352300,1,2131.182070874053352,1065.591035437025084,0.168880819175232,2426,250173523001,6309.722090650006066
653,2,Cambridge,250173523002,17,25,352300,2,4704.664951082316293,2352.332475541159965,0.418816276730764,2427,250173523002,5616.621431008420586
654,2,Cambridge,250173524002,17,25,352400,2,3016.126212606624449,1508.063106303309951,0.191376460978334,2429,250173524002,7880.086707602127717
655,2,Cambridge,250173525001,17,25,352500,1,1122.955268851015035,561.477634425510018,0.278863746488835,2430,250173525001,2013.447934681574452
656,2,Cambridge,250173525002,17,25,352500,2,4473.117209704796551,2236.558604852400094,0.999679550829680,2431,250173525002,2237.275537942312440
657,2,Cambridge,250173528001,17,25,352800,1,84.802068599410347,42.401034299705152,0.050048355705119,2437,250173528001,847.201345625194563
658,2,Cambridge,250173530001,17,25,353000,1,781.740344053193439,390.870172026596492,0.999850897080043,2441,250173530001,390.928460601565519
